Sleep,Time studying,Delta
0,0,0.1
0,1,0.2433102094958627
0,2,0.55
1,0,0.3
1,1,0.3892963351933803
1,2,0.25
2,0,0.6
2,1,0.36739345531075707
2,2,0.2
