iteration,model,mean_loss,std_loss
0,util,1.8404094451665878,0.7722185699778465
1,util,1.8705163766816257,0.9878504139053752
2,util,1.8785998570919036,0.7326308129354031
3,util,1.88996817125706,0.7284799346694724
4,util,1.7500359082221986,0.7184258374215673
5,util,1.6634953486919404,0.5958359802898923
6,util,1.620148297175765,0.6747083998411862
7,util,1.6835164089500905,0.6742648911340587
8,util,1.6777842615544796,0.6369870451569091
9,util,1.602220519632101,0.5880392614055173
10,util,1.3951287708431481,0.6289227462184509
11,util,1.5435187657922507,0.6188205120238024
12,util,1.4581692963838577,0.5424939764806332
13,util,1.4327761793136597,0.580207618530575
14,util,1.3065182268805802,0.5813896500172098
15,util,1.3327739378716796,0.5690947475576237
16,util,1.2827639323379845,0.5110278970306356
17,util,1.2106922060251235,0.5109295592559768
18,util,1.2095405468344689,0.5033856985018561
19,util,1.1536045879870653,0.45763288217319387
20,util,1.0620549780875443,0.512047600909734
21,util,1.0550356882810592,0.5154080693534779
22,util,1.0636945670098066,0.4668845345692968
23,util,0.9996114740520716,0.4579499823861399
24,util,0.9664150385558605,0.399347784932457
25,util,0.9530620276927948,0.46857567504749226
26,util,0.8877351926639676,0.4111697603151988
27,util,0.9086488994210958,0.41167633625314504
28,util,0.7963002831488848,0.38000581466731026
29,util,0.7943233151361346,0.30716225706702005
30,util,0.8242206036299468,0.3095240926176783
31,util,0.7936676433682441,0.3222773605637357
32,util,0.745540432780981,0.30216473137673994
33,util,0.7673041871935129,0.31768008268144393
34,util,0.7383312658965587,0.30693029107716635
35,util,0.676881679520011,0.34919132665847336
36,util,0.7322677537798882,0.27718968323732524
37,util,0.6792843351513147,0.29397390313843463
38,util,0.6586366317421198,0.2761255426310398
39,util,0.6528340874612332,0.28077630898968364
40,util,0.6247918923944235,0.24044936132711622
41,util,0.5943021057546138,0.2424862805812412
42,util,0.598146659731865,0.2219000700545693
43,util,0.5698561865091324,0.22961932753307268
44,util,0.5567757067829371,0.20397567554191942
45,util,0.5544409830868244,0.18419898273281418
46,util,0.5052323358505965,0.1919830915089136
47,util,0.4983721524477005,0.19850801085479933
48,util,0.4642336267232895,0.19466196532171112
49,util,0.4657838925719261,0.17574437916998023
50,util,0.47066765889525414,0.1794327625895765
51,util,0.45632157258689404,0.16184181634402947
52,util,0.4632562056183815,0.1434664509267576
53,util,0.44757898688316344,0.15397113066273474
54,util,0.446313094869256,0.1484598337891704
55,util,0.39547247119247914,0.15120730848928213
56,util,0.41325526058673856,0.13685138954561707
57,util,0.3739181100577116,0.12647076273467264
58,util,0.3722595715522766,0.11531682518986054
59,util,0.3621887403726578,0.11231267216194032
60,util,0.3585731367394328,0.1172144712715156
61,util,0.3497436274588108,0.10458268739142619
62,util,0.3394168830662966,0.10602895038754444
63,util,0.33119050815701484,0.10609638113830334
64,util,0.3177218871563673,0.09439643693616778
65,util,0.31146045550704005,0.09012837980792822
66,util,0.3025630083680153,0.07861651371318147
67,util,0.2993169483542442,0.07893955070814516
68,util,0.2726884274184704,0.08562283821955655
69,util,0.26123883403837683,0.06961877403261624
70,util,0.2738931855559349,0.06719901469103937
71,util,0.26387201726436615,0.06713973157345521
72,util,0.2505537138134241,0.056856530877077115
73,util,0.24214321188628674,0.05760165195421784
74,util,0.23186130814254283,0.05650870677573163
75,util,0.22547299064695836,0.05564615531180623
76,util,0.2315071562677622,0.05043355785447386
77,util,0.2176187063753605,0.047404868656841744
78,util,0.21877277366816997,0.04640195427672062
79,util,0.20906120896339417,0.04410288768879862
80,util,0.206932305470109,0.03861355407919693
81,util,0.20106565453112124,0.04288728623391667
82,util,0.19150294058024883,0.03381209335667902
83,util,0.1836455012857914,0.039332127098136854
84,util,0.175651940330863,0.033561362910490423
85,util,0.17421911060810089,0.03759390651744748
86,util,0.16467005215585231,0.03212487377228362
87,util,0.17126819401979446,0.036515633848998176
88,util,0.15866416856646537,0.036717556098038825
89,util,0.16310656316578387,0.03175731538938594
90,util,0.15264162980020046,0.031129243589673478
91,util,0.15639435339719057,0.03175751557244861
92,util,0.14647614788264035,0.0297790023246181
93,util,0.14027191687375307,0.02695220015510824
94,util,0.13678530801087618,0.03212340617042614
95,util,0.1367978410050273,0.029152809736295845
96,util,0.1307145644724369,0.028385601038152807
97,util,0.11972213309258223,0.02892911897688301
98,util,0.12686955343931913,0.02822697434687618
99,util,0.12003658063709736,0.03142326445057363
100,util,0.12084803413599729,0.026393969087581567
101,util,0.1145059385895729,0.02690395008080687
102,util,0.11037282034754753,0.02931343127815586
103,util,0.10961411271244287,0.027037537093828192
104,util,0.10271685134619474,0.02615965465772169
105,util,0.10133420638740062,0.027403271128947745
106,util,0.10320032197982072,0.0270471601380794
107,util,0.09465979021042585,0.024285881167691543
108,util,0.09277811408042907,0.027686023930796257
109,util,0.09281806137412786,0.02248671491387747
110,util,0.08529519598931073,0.025886348654074052
111,util,0.08723921116441488,0.025149823932271782
112,util,0.08284912332892418,0.022718639988524827
113,util,0.083127386784181,0.02520536369167084
114,util,0.07328000407665967,0.020561229302797926
115,util,0.07982169061899186,0.022503379311212972
116,util,0.07488953994587064,0.024884396664730305
117,util,0.07453564805909992,0.02462216495102889
118,util,0.07139065816998481,0.024240629441582975
119,util,0.06905039241537451,0.022783023833141985
120,util,0.06624508790671825,0.025496315030087296
121,util,0.06627274068072438,0.018770662882546297
122,util,0.061127653643488884,0.022595638235134545
123,util,0.05709652305580676,0.023895724604960093
124,util,0.05460152890533209,0.017465721575606163
125,util,0.05531423658132553,0.01896831023245796
126,util,0.04987258139066398,0.019330648485721934
127,util,0.0501936690043658,0.01791494831032752
128,util,0.05304238960146904,0.019315976389775547
129,util,0.04684326007962227,0.019696821486881653
130,util,0.04567896814085543,0.01909374520631944
131,util,0.044486639054957776,0.01889938196527103
132,util,0.04468106923624873,0.01585895832198915
133,util,0.04108148600440473,0.017563833050269054
134,util,0.04223323796875775,0.01495166336644336
135,util,0.039301633150316775,0.01779509648764591
136,util,0.037928432179614904,0.017055939036220727
137,util,0.03604911038186401,0.015374232260371079
138,util,0.036733684809878465,0.014398213501432649
139,util,0.03455445091240108,0.014526482347417168
140,util,0.031060892613604663,0.012542638438473174
141,util,0.03431764885084704,0.013704492509078913
142,util,0.029836161504499616,0.011322558829112811
143,util,0.03133799226954579,0.014079742122085645
144,util,0.028799457703717054,0.012811149086730337
145,util,0.027039878512732686,0.012761088458150775
146,util,0.02959231830202043,0.012459468901642007
147,util,0.0269272819487378,0.011396329751172107
148,util,0.025802211654372513,0.01200301090859518
149,util,0.024105254688765853,0.011873474653734844
150,util,0.0251146669103764,0.01186994091381023
151,util,0.02341418727301061,0.010988968808529773
152,util,0.022691299308789895,0.01053307352024197
153,util,0.020367869115434586,0.010644504576388028
154,util,0.020943855894729496,0.009923768569932663
155,util,0.017984774303622542,0.009181298131533077
156,util,0.019182659642538055,0.009576262811541192
157,util,0.01836323907831684,0.009811074343770106
158,util,0.016488764374516903,0.008367457993915481
159,util,0.01677053831750527,0.009188352570356328
160,util,0.016678499814588577,0.008876428714351825
161,util,0.015283254887908698,0.0068756597473181615
162,util,0.014732871701125987,0.009098071818248114
163,util,0.015737866488052532,0.009126580478347752
164,util,0.01348910421715118,0.00785018344459257
165,util,0.014392630117945372,0.008186903576988529
166,util,0.01268842046672944,0.006974270355948871
167,util,0.011325967409648,0.006310510050219808
168,util,0.011399305230006575,0.006331926646308733
