iteration,model,mean_loss,std_loss
0,util,1.3810688367486,0.5266125418643236
1,util,1.3551953192055226,0.5220605253346718
2,util,1.2334158693253994,0.4876333008371382
3,util,1.2290196305513381,0.5517773975661602
4,util,1.1864388547837734,0.5252490578758499
5,util,1.2870063802599907,0.46502091423791225
6,util,1.1757371351122856,0.5323973832221707
7,util,1.1948534017801284,0.5363686952336907
8,util,1.2436308908462523,0.46087428483953685
9,util,1.1806831347942353,0.4804445194048349
10,util,1.138531718403101,0.4508238993771032
11,util,1.1110371991991996,0.4784185580421045
12,util,1.0942006568610667,0.4075400443184954
13,util,1.0555180916190148,0.4096866883979973
14,util,1.1011756893992424,0.38658740478387643
15,util,1.0237752297520637,0.40288794247121484
16,util,0.9862256829440593,0.43068444123547045
17,util,0.9853527948260308,0.3877488418374438
18,util,1.0399417462944984,0.3791913924829369
19,util,0.9684760935604573,0.4072413694168937
20,util,0.978766958117485,0.3963435396486921
21,util,0.9304114563763142,0.3514544892120975
22,util,0.9868103325366974,0.4456104803555569
23,util,0.9305966798961163,0.38744703318928136
24,util,0.8859948645532131,0.30682431692329104
25,util,0.835051236897707,0.3427321300381535
26,util,0.8838553442060948,0.34607795520784956
27,util,0.8535780715942383,0.3407770805417259
28,util,0.8293680113554001,0.32017593061534383
29,util,0.7832543665170669,0.31438176227894693
30,util,0.822211907505989,0.31145599925103873
31,util,0.7852626231312752,0.3113461621388934
32,util,0.8106499786674977,0.27319178545891115
33,util,0.7902447256445885,0.29989416882905384
34,util,0.7473537772893906,0.29901047817179566
35,util,0.7303867976367474,0.2551888730704944
36,util,0.7021247000992298,0.2345782944257344
37,util,0.7702612361311912,0.2865637398991313
38,util,0.7520118619501591,0.26594484936220447
39,util,0.7137374421954155,0.2868824059507084
40,util,0.6972681103646755,0.2629785549094863
41,util,0.6985937710106372,0.2527943229221068
42,util,0.6591412626206875,0.22720566837525427
43,util,0.612525844424963,0.2136011835124756
44,util,0.5924209303408862,0.22110091979814453
45,util,0.6360861670970916,0.22205376455063938
46,util,0.6378277915716172,0.24596767155921823
47,util,0.6082769054174423,0.20684790063084058
48,util,0.6286591198295355,0.2357707449049063
49,util,0.5911603054404259,0.19399559432102798
50,util,0.5631035651266575,0.22750407803371003
51,util,0.5938011528551579,0.2144782323651156
52,util,0.5748040893673897,0.2063918018655946
