health,grades,social
0.508177045071175,0.284579145239858,0.20724380968896705
0.5108236711634554,0.286061255851535,0.2031150729850095
0.5134308095724319,0.28752125336056183,0.1990479370670063
0.5134308095724319,0.28752125336056183,0.1990479370670063
0.5134308095724319,0.28752125336056183,0.1990479370670063
0.5134308095724319,0.28752125336056183,0.1990479370670063
0.5134308095724319,0.28752125336056183,0.1990479370670063
0.5134308095724319,0.28752125336056183,0.1990479370670063
0.5134308095724319,0.28752125336056183,0.1990479370670063
0.5134308095724319,0.28752125336056183,0.1990479370670063
0.5159985205988024,0.2889591715353293,0.19504230786586835
0.5159985205988024,0.2889591715353293,0.19504230786586835
0.5185268876201006,0.2903750570672563,0.19109805531264307
0.521016016307679,0.29176896913230027,0.1872150145600207
0.521016016307679,0.29176896913230027,0.1872150145600207
0.521016016307679,0.29176896913230027,0.1872150145600207
0.521016016307679,0.29176896913230027,0.1872150145600207
0.521016016307679,0.29176896913230027,0.1872150145600207
0.521016016307679,0.29176896913230027,0.1872150145600207
0.521016016307679,0.29176896913230027,0.1872150145600207
0.521016016307679,0.29176896913230027,0.1872150145600207
0.5234660338363377,0.2931409789483491,0.18339298721531322
0.5234660338363377,0.2931409789483491,0.18339298721531322
0.5234660338363377,0.2931409789483491,0.18339298721531322
0.5234660338363377,0.2931409789483491,0.18339298721531322
0.5258770880886544,0.2944911693296465,0.17963174258169914
0.5258770880886544,0.2944911693296465,0.17963174258169914
0.5258770880886544,0.2944911693296465,0.17963174258169914
0.5258770880886544,0.2944911693296465,0.17963174258169914
0.528249346855989,0.29581963423935387,0.17593101890465707
0.528249346855989,0.29581963423935387,0.17593101890465707
0.528249346855989,0.29581963423935387,0.17593101890465707
0.528249346855989,0.29581963423935387,0.17593101890465707
0.528249346855989,0.29581963423935387,0.17593101890465707
0.5305829970380488,0.29712647834130734,0.17229052462064384
0.5305829970380488,0.29712647834130734,0.17229052462064384
0.5305829970380488,0.29712647834130734,0.17229052462064384
0.5305829970380488,0.29712647834130734,0.17229052462064384
0.5305829970380488,0.29712647834130734,0.17229052462064384
0.5328782438428139,0.29841181655197585,0.16870993960521022
0.5328782438428139,0.29841181655197585,0.16870993960521022
0.5328782438428139,0.29841181655197585,0.16870993960521022
0.5351353099885334,0.2996757735935788,0.16518891641788774
0.5351353099885334,0.2996757735935788,0.16518891641788774
0.5373544349094093,0.30091848354926926,0.1617270815413215
0.5373544349094093,0.30091848354926926,0.1617270815413215
0.5395358739664954,0.3021400894212375,0.15832403661226704
0.5395358739664954,0.3021400894212375,0.15832403661226704
0.5395358739664954,0.3021400894212375,0.15832403661226704
0.5416798976652475,0.3033407426925387,0.15497935964221388
0.5416798976652475,0.3033407426925387,0.15497935964221388
0.5416798976652475,0.3033407426925387,0.15497935964221388
0.5416798976652475,0.3033407426925387,0.15497935964221388
0.5437867908810635,0.30452060289339566,0.15169260622554082
0.545856852094069,0.3056798371726787,0.14846331073325228
0.545856852094069,0.3056798371726787,0.14846331073325228
0.545856852094069,0.3056798371726787,0.14846331073325228
0.545856852094069,0.3056798371726787,0.14846331073325228
0.545856852094069,0.3056798371726787,0.14846331073325228
0.5478903926343048,0.30681861987521075,0.1452909874904845
0.5478903926343048,0.30681861987521075,0.1452909874904845
0.5478903926343048,0.30681861987521075,0.1452909874904845
0.5478903926343048,0.30681861987521075,0.1452909874904845
0.5478903926343048,0.30681861987521075,0.1452909874904845
0.5478903926343048,0.30681861987521075,0.1452909874904845
0.5478903926343048,0.30681861987521075,0.1452909874904845
0.5498877359383897,0.3079371321254983,0.14217513193611206
0.5498877359383897,0.3079371321254983,0.14217513193611206
0.5498877359383897,0.3079371321254983,0.14217513193611206
0.5498877359383897,0.3079371321254983,0.14217513193611206
0.5498877359383897,0.3079371321254983,0.14217513193611206
0.5498877359383897,0.3079371321254983,0.14217513193611206
0.5498877359383897,0.3079371321254983,0.14217513193611206
0.5498877359383897,0.3079371321254983,0.14217513193611206
0.5518492168186404,0.3090355614184387,0.13911522176292088
0.5518492168186404,0.3090355614184387,0.13911522176292088
0.5518492168186404,0.3090355614184387,0.13911522176292088
0.5518492168186404,0.3090355614184387,0.13911522176292088
0.5537751807455459,0.31011410121750577,0.13611071803694838
0.5537751807455459,0.31011410121750577,0.13611071803694838
0.5537751807455459,0.31011410121750577,0.13611071803694838
0.5537751807455459,0.31011410121750577,0.13611071803694838
0.5537751807455459,0.31011410121750577,0.13611071803694838
0.5556659831444082,0.31117295056086863,0.13316106629472318
0.5556659831444082,0.31117295056086863,0.13316106629472318
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5575219887068823,0.3122123136758541,0.13026569761726361
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5593435707180653,0.3132323996021166,0.12742402967981814
0.5611311103997113,0.31423342182383834,0.12463546777645029
0.5611311103997113,0.31423342182383834,0.12463546777645029
0.5611311103997113,0.31423342182383834,0.12463546777645029
0.5611311103997113,0.31423342182383834,0.12463546777645029
0.5611311103997113,0.31423342182383834,0.12463546777645029
0.5611311103997113,0.31423342182383834,0.12463546777645029
0.5611311103997113,0.31423342182383834,0.12463546777645029
0.5611311103997113,0.31423342182383834,0.12463546777645029
0.5611311103997113,0.31423342182383834,0.12463546777645029
0.5611311103997113,0.31423342182383834,0.12463546777645029
0.5611311103997113,0.31423342182383834,0.12463546777645029
0.5611311103997113,0.31423342182383834,0.12463546777645029
0.5611311103997113,0.31423342182383834,0.12463546777645029
0.562884996270073,0.3152155979112409,0.12189940581868612
0.5646056235207999,0.3161791491716479,0.11921522730755223
0.5646056235207999,0.3161791491716479,0.11921522730755223
0.5646056235207999,0.3161791491716479,0.11921522730755223
0.5646056235207999,0.3161791491716479,0.11921522730755223
0.5646056235207999,0.3161791491716479,0.11921522730755223
0.5646056235207999,0.3161791491716479,0.11921522730755223
0.5646056235207999,0.3161791491716479,0.11921522730755223
0.5662933934112571,0.3171243003103039,0.11658230627843898
0.5679487126805614,0.3180512791011143,0.11400000821832433
0.5679487126805614,0.3180512791011143,0.11400000821832433
0.5679487126805614,0.3180512791011143,0.11400000821832433
0.5679487126805614,0.3180512791011143,0.11400000821832433
0.5679487126805614,0.3180512791011143,0.11400000821832433
0.5695719929775707,0.31896031606743946,0.11146769095498987
0.5695719929775707,0.31896031606743946,0.11146769095498987
0.5695719929775707,0.31896031606743946,0.11146769095498987
0.5695719929775707,0.31896031606743946,0.11146769095498987
0.5695719929775707,0.31896031606743946,0.11146769095498987
0.5711636503090048,0.3198516441730426,0.10898470551795252
0.5711636503090048,0.3198516441730426,0.10898470551795252
0.5711636503090048,0.3198516441730426,0.10898470551795252
0.5727241045058199,0.32072549852325904,0.10655039697092113
0.5727241045058199,0.32072549852325904,0.10655039697092113
0.5727241045058199,0.32072549852325904,0.10655039697092113
0.5727241045058199,0.32072549852325904,0.10655039697092113
0.5727241045058199,0.32072549852325904,0.10655039697092113
0.5727241045058199,0.32072549852325904,0.10655039697092113
0.5727241045058199,0.32072549852325904,0.10655039697092113
0.5727241045058199,0.32072549852325904,0.10655039697092113
0.5727241045058199,0.32072549852325904,0.10655039697092113
0.5727241045058199,0.32072549852325904,0.10655039697092113
0.5727241045058199,0.32072549852325904,0.10655039697092113
0.5727241045058199,0.32072549852325904,0.10655039697092113
0.5727241045058199,0.32072549852325904,0.10655039697092113
0.5742537787079043,0.32158211607642634,0.10416410521566934
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5757530988671203,0.3224217353655873,0.10182516576729228
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5772224932686626,0.323244596230451,0.09953291050088632
0.5786623920706676,0.3240509395595738,0.09728666836975859
0.5786623920706676,0.3240509395595738,0.09728666836975859
0.5800732268619649,0.32484100704270036,0.09508576609533466
0.5814554302378264,0.3256150409331828,0.09292952882899087
0.5814554302378264,0.3256150409331828,0.09292952882899087
0.5828094353935316,0.32637328382037767,0.09081728078609062
0.5841356757355428,0.327115978411904,0.08874834585255317
0.5854345845100465,0.327843367325626,0.08672204816432758
0.5854345845100465,0.327843367325626,0.08672204816432758
0.586706594448599,0.3285556928912154,0.08473771266018566
0.5879521374305874,0.32925319696112887,0.0827946656082838
0.5879521374305874,0.32925319696112887,0.0827946656082838
0.5879521374305874,0.32925319696112887,0.0827946656082838
0.5891716441621946,0.32993612073082895,0.08089223510697642
0.5891716441621946,0.32993612073082895,0.08089223510697642
0.5891716441621946,0.32993612073082895,0.08089223510697642
0.5903655438715425,0.3306047045680638,0.07902975156039375
0.5903655438715425,0.3306047045680638,0.07902975156039375
0.5903655438715425,0.3306047045680638,0.07902975156039375
0.5915342640196658,0.3312591878510128,0.0772065481293213
0.5915342640196658,0.3312591878510128,0.0772065481293213
0.5926782300269603,0.33189980881509773,0.07542196115794197
0.5937978650147305,0.33252680440824905,0.07367533057702039
0.5948935895614579,0.33314041015441637,0.07196600028412585
0.5948935895614579,0.33314041015441637,0.07196600028412585
0.5948935895614579,0.33314041015441637,0.07196600028412585
0.5948935895614579,0.33314041015441637,0.07196600028412585
0.5948935895614579,0.33314041015441637,0.07196600028412585
0.5959658214733949,0.3337408600251011,0.07029331850150398
0.5959658214733949,0.3337408600251011,0.07029331850150398
0.5959658214733949,0.3337408600251011,0.07029331850150398
0.5959658214733949,0.3337408600251011,0.07029331850150398
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.597014975569091,0.33432838631869094,0.06865663811221799
0.5980414634774428,0.33490321954736796,0.06705531697518918
0.5980414634774428,0.33490321954736796,0.06705531697518918
0.5980414634774428,0.33490321954736796,0.06705531697518918
0.5980414634774428,0.33490321954736796,0.06705531697518918
0.5980414634774428,0.33490321954736796,0.06705531697518918
0.5980414634774428,0.33490321954736796,0.06705531697518918
0.5990456934488637,0.3354655883313637,0.0654887182197726
0.6000280701791616,0.33601571930033053,0.06395621052050783
0.6009889946457134,0.3365538370015995,0.062457168352687116
0.6009889946457134,0.3365538370015995,0.062457168352687116
0.6009889946457134,0.3365538370015995,0.062457168352687116
0.6009889946457134,0.3365538370015995,0.062457168352687116
0.6009889946457134,0.3365538370015995,0.062457168352687116
0.6019288639555237,0.33708016381509326,0.060990972229383045
0.6019288639555237,0.33708016381509326,0.060990972229383045
0.6019288639555237,0.33708016381509326,0.060990972229383045
0.6028480712047584,0.33759491987466467,0.05955700892057697
0.6028480712047584,0.33759491987466467,0.05955700892057697
0.6037470053493424,0.33809832299563175,0.05815467165502584
0.6037470053493424,0.33809832299563175,0.05815467165502584
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6046260510862173,0.3385905886082817,0.05678336030550107
0.6054855887448545,0.3390719296971185,0.05544248155802705
0.6054855887448545,0.3390719296971185,0.05544248155802705
0.6054855887448545,0.3390719296971185,0.05544248155802705
0.6054855887448545,0.3390719296971185,0.05544248155802705
0.6054855887448545,0.3390719296971185,0.05544248155802705
0.6054855887448545,0.3390719296971185,0.05544248155802705
0.6063259941886283,0.3395425567456319,0.05413144906573979
0.6063259941886283,0.3395425567456319,0.05413144906573979
0.6071476387256549,0.34000267768636677,0.05284968358797837
0.6071476387256549,0.34000267768636677,0.05284968358797837
0.6071476387256549,0.34000267768636677,0.05284968358797837
0.6071476387256549,0.34000267768636677,0.05284968358797837
0.6079508890287099,0.3404524978560775,0.05159661311521266
0.6087361070638456,0.3408922199557536,0.05037167298040073
0.6087361070638456,0.3408922199557536,0.05037167298040073
0.6087361070638456,0.3408922199557536,0.05037167298040073
0.6087361070638456,0.3408922199557536,0.05037167298040073
0.6095036500273341,0.34132204401530714,0.04917430595735878
0.6095036500273341,0.34132204401530714,0.04917430595735878
0.6095036500273341,0.34132204401530714,0.04917430595735878
0.6102538702905673,0.3417421673627178,0.048003962346714876
0.6109871153525601,0.34215278459743376,0.0468601000500061
0.6117037277997015,0.34255408756783295,0.04574218463246553
0.6117037277997015,0.34255408756783295,0.04574218463246553
0.6117037277997015,0.34255408756783295,0.04574218463246553
0.6117037277997015,0.34255408756783295,0.04574218463246553
0.6117037277997015,0.34255408756783295,0.04574218463246553
0.6117037277997015,0.34255408756783295,0.04574218463246553
0.6117037277997015,0.34255408756783295,0.04574218463246553
0.6117037277997015,0.34255408756783295,0.04574218463246553
0.6117037277997015,0.34255408756783295,0.04574218463246553
0.6117037277997015,0.34255408756783295,0.04574218463246553
0.6117037277997015,0.34255408756783295,0.04574218463246553
0.6117037277997015,0.34255408756783295,0.04574218463246553
0.6117037277997015,0.34255408756783295,0.04574218463246553
0.6124040452724144,0.34294626535255224,0.04464968937503327
0.6130884004383897,0.3433295042454984,0.043582095316111874
0.6130884004383897,0.3433295042454984,0.043582095316111874
0.6130884004383897,0.3433295042454984,0.043582095316111874
0.6130884004383897,0.3433295042454984,0.043582095316111874
0.6137571209720684,0.34370398774435845,0.04253889128357313
0.6137571209720684,0.34370398774435845,0.04253889128357313
0.6137571209720684,0.34370398774435845,0.04253889128357313
0.6137571209720684,0.34370398774435845,0.04253889128357313
0.6137571209720684,0.34370398774435845,0.04253889128357313
0.6137571209720684,0.34370398774435845,0.04253889128357313
0.6137571209720684,0.34370398774435845,0.04253889128357313
0.614410529540058,0.3440698965424327,0.04151957391750924
0.614410529540058,0.3440698965424327,0.04151957391750924
0.614410529540058,0.3440698965424327,0.04151957391750924
0.6150489437921747,0.34442740852361803,0.0405236476842073
0.6150489437921747,0.34442740852361803,0.0405236476842073
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6156726763578125,0.34477669876037526,0.03955062488181213
0.6162820348473538,0.34511793951451836,0.03860002563812787
0.6162820348473538,0.34511793951451836,0.03860002563812787
0.6168773218583365,0.3454513002406687,0.03767137790099472
0.6168773218583365,0.3454513002406687,0.03767137790099472
0.6174588349861133,0.3457769475922237,0.036764217421663005
0.6174588349861133,0.3457769475922237,0.036764217421663005
0.6174588349861133,0.3457769475922237,0.036764217421663005
0.6174588349861133,0.3457769475922237,0.036764217421663005
0.6180268668387355,0.34609504542969216,0.03587808773157235
0.6185817050558139,0.3464057548312561,0.03501254011292996
0.6185817050558139,0.3464057548312561,0.03501254011292996
0.6185817050558139,0.3464057548312561,0.03501254011292996
0.6185817050558139,0.3464057548312561,0.03501254011292996
0.6185817050558139,0.3464057548312561,0.03501254011292996
0.6185817050558139,0.3464057548312561,0.03501254011292996
0.6185817050558139,0.3464057548312561,0.03501254011292996
0.6185817050558139,0.3464057548312561,0.03501254011292996
0.6191236323311103,0.3467092341054221,0.03416713356346758
0.6191236323311103,0.3467092341054221,0.03416713356346758
0.6191236323311103,0.3467092341054221,0.03416713356346758
0.6191236323311103,0.3467092341054221,0.03416713356346758
0.6196529264386259,0.3470056388056308,0.03334143475574331
0.6196529264386259,0.3470056388056308,0.03334143475574331
0.6196529264386259,0.3470056388056308,0.03334143475574331
0.6196529264386259,0.3470056388056308,0.03334143475574331
0.6196529264386259,0.3470056388056308,0.03334143475574331
0.6196529264386259,0.3470056388056308,0.03334143475574331
0.6196529264386259,0.3470056388056308,0.03334143475574331
0.620169860261961,0.3472951217466984,0.032535017991340606
0.620169860261961,0.3472951217466984,0.032535017991340606
0.620169860261961,0.3472951217466984,0.032535017991340606
0.620169860261961,0.3472951217466984,0.032535017991340606
0.6206747018267286,0.34757783302296824,0.03174746515030321
0.6206747018267286,0.34757783302296824,0.03174746515030321
0.6206747018267286,0.34757783302296824,0.03174746515030321
0.6206747018267286,0.34757783302296824,0.03174746515030321
