health,grades,social
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
0.2,0.6,0.2
