Sleep,Time studying,Delta
0,0,0.0
0,1,0.02030122402324791
0,2,0.1465809213310867
1,0,0.0
1,1,-0.010827319479065511
1,2,-0.08143384518393709
2,0,0.0
2,1,-0.009473904544182288
2,2,-0.06514707614714968
