Sleep,Time studying,Delta
0,0,0.010990127792178998
0,1,0.12896295712391453
0,2,0.55
1,0,0.032970383376536995
1,1,0.20634073139826326
1,2,0.25
2,0,0.956039488831284
2,1,0.6646963114778223
2,2,0.2
