health,social,grades
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.2,0.2,0.6
0.20100502512562815,0.19597989949748745,0.6030150753768844
0.20100502512562815,0.19597989949748745,0.6030150753768844
0.20100502512562815,0.19597989949748745,0.6030150753768844
0.20100502512562815,0.19597989949748745,0.6030150753768844
0.20100502512562815,0.19597989949748745,0.6030150753768844
0.20199469763918698,0.19202120944325213,0.6059840929175608
0.2029690567330228,0.18812377306790903,0.6089071701990683
0.2029690567330228,0.18812377306790903,0.6089071701990683
0.20392815005861742,0.18428739976553044,0.6117844501758521
0.20392815005861742,0.18428739976553044,0.6117844501758521
0.20392815005861742,0.18428739976553044,0.6117844501758521
0.20392815005861742,0.18428739976553044,0.6117844501758521
0.20392815005861742,0.18428739976553044,0.6117844501758521
0.2048720334166934,0.18051186633322652,0.6146161002500801
0.2058007704458433,0.17679691821662702,0.6174023113375298
0.2058007704458433,0.17679691821662702,0.6174023113375298
0.20671443231042785,0.17314227075828867,0.6201432969312834
0.20671443231042785,0.17314227075828867,0.6201432969312834
0.20761309738845282,0.16954761044618882,0.6228392921653584
0.20761309738845282,0.16954761044618882,0.6228392921653584
0.20761309738845282,0.16954761044618882,0.6228392921653584
0.20761309738845282,0.16954761044618882,0.6228392921653584
0.20849685096009882,0.1660125961596048,0.6254905528802963
0.20849685096009882,0.1660125961596048,0.6254905528802963
0.20849685096009882,0.1660125961596048,0.6254905528802963
0.20849685096009882,0.1660125961596048,0.6254905528802963
0.2093657848975447,0.16253686040982135,0.628097354692634
0.2093657848975447,0.16253686040982135,0.628097354692634
0.2093657848975447,0.16253686040982135,0.628097354692634
0.2093657848975447,0.16253686040982135,0.628097354692634
0.2093657848975447,0.16253686040982135,0.628097354692634
0.2093657848975447,0.16253686040982135,0.628097354692634
0.2093657848975447,0.16253686040982135,0.628097354692634
0.2093657848975447,0.16253686040982135,0.628097354692634
0.21021999735668762,0.15912001057324968,0.6306599920700627
0.21021999735668762,0.15912001057324968,0.6306599920700627
0.21105959247132822,0.15576163011468733,0.6331787774139845
0.21105959247132822,0.15576163011468733,0.6331787774139845
0.21105959247132822,0.15576163011468733,0.6331787774139845
0.21105959247132822,0.15576163011468733,0.6331787774139845
0.21105959247132822,0.15576163011468733,0.6331787774139845
0.2118846800503525,0.15246127979859014,0.6356540401510574
0.2118846800503525,0.15246127979859014,0.6356540401510574
0.21269537527840718,0.1492184988863714,0.6380861258352215
0.21349179842052876,0.14603280631788507,0.6404753952615863
0.21349179842052876,0.14603280631788507,0.6404753952615863
0.21349179842052876,0.14603280631788507,0.6404753952615863
0.21349179842052876,0.14603280631788507,0.6404753952615863
0.21349179842052876,0.14603280631788507,0.6404753952615863
0.21349179842052876,0.14603280631788507,0.6404753952615863
0.21427407453115255,0.14290370187538987,0.6428222235934576
0.21427407453115255,0.14290370187538987,0.6428222235934576
0.21427407453115255,0.14290370187538987,0.6428222235934576
0.21504233316789287,0.13983066732842858,0.6451269995036786
0.21504233316789287,0.13983066732842858,0.6451269995036786
0.21504233316789287,0.13983066732842858,0.6451269995036786
0.21504233316789287,0.13983066732842858,0.6451269995036786
0.21504233316789287,0.13983066732842858,0.6451269995036786
0.21504233316789287,0.13983066732842858,0.6451269995036786
0.21504233316789287,0.13983066732842858,0.6451269995036786
0.21579670811045193,0.1368131675581923,0.6473901243313558
0.21579670811045193,0.1368131675581923,0.6473901243313558
0.21579670811045193,0.1368131675581923,0.6473901243313558
0.21579670811045193,0.1368131675581923,0.6473901243313558
0.21579670811045193,0.1368131675581923,0.6473901243313558
0.21579670811045193,0.1368131675581923,0.6473901243313558
0.21579670811045193,0.1368131675581923,0.6473901243313558
0.21579670811045193,0.1368131675581923,0.6473901243313558
0.2165373370849822,0.13385065166007104,0.6496120112549467
0.2165373370849822,0.13385065166007104,0.6496120112549467
0.2172643614941949,0.1309425540232203,0.6517930844825848
0.21797792615347542,0.1280882953860982,0.6539337784604263
0.21797792615347542,0.1280882953860982,0.6539337784604263
0.21797792615347542,0.1280882953860982,0.6539337784604263
0.21797792615347542,0.1280882953860982,0.6539337784604263
