util_2,util_1
0.8934709278331875,0.10652907216681252
0.8958567976694389,0.10414320233056108
0.8958567976694389,0.10414320233056108
0.8981953210958702,0.10180467890412982
0.9004871662663461,0.09951283373365394
0.902733004250292,0.0972669957497079
0.902733004250292,0.0972669957497079
0.902733004250292,0.0972669957497079
0.9049335083430363,0.09506649165696364
0.9049335083430363,0.09506649165696364
0.9049335083430363,0.09506649165696364
0.9070893534042244,0.09291064659577555
0.9092012152240276,0.09079878477597232
0.9112697699168157,0.08873023008318415
0.9132956933419211,0.0867043066580789
0.9152796605510791,0.08472033944892082
0.9152796605510791,0.08472033944892082
0.9172223452620977,0.08277765473790233
0.919124419358268,0.08087558064173199
0.919124419358268,0.08087558064173199
0.9209865524130088,0.07901344758699126
0.922809411239202,0.07719058876079798
0.9245936594626626,0.07540634053733739
0.9245936594626626,0.07540634053733739
0.9245936594626626,0.07540634053733739
0.9263399571191593,0.07366004288084065
0.9280489602743927,0.07195103972560736
0.9297213206663177,0.0702786793336822
0.9297213206663177,0.0702786793336822
0.9313576853691934,0.06864231463080665
0.9329586964787243,0.06704130352127564
0.9345249908176649,0.06547500918233504
0.9360571996612401,0.06394280033875976
0.9375559484817448,0.06244405151825515
0.9375559484817448,0.06244405151825515
0.9390218567116766,0.06097814328832336
0.9390218567116766,0.06097814328832336
0.9404555375247636,0.0595444624752363
0.9418575976342474,0.058142402365752584
0.9418575976342474,0.058142402365752584
0.9418575976342474,0.058142402365752584
0.9418575976342474,0.058142402365752584
0.9418575976342474,0.058142402365752584
0.9432286371077879,0.05677136289221205
0.9432286371077879,0.05677136289221205
0.9432286371077879,0.05677136289221205
0.9432286371077879,0.05677136289221205
0.9432286371077879,0.05677136289221205
0.9445692491983645,0.05543075080163544
0.9458800201905503,0.054119979809449735
0.9458800201905503,0.054119979809449735
0.9458800201905503,0.054119979809449735
0.9458800201905503,0.054119979809449735
0.9471615292615484,0.05283847073845167
0.9471615292615484,0.05283847073845167
0.9471615292615484,0.05283847073845167
0.9484143483563873,0.05158565164361275
0.9496390420766808,0.050360957923319204
0.9496390420766808,0.050360957923319204
0.9496390420766808,0.050360957923319204
0.9496390420766808,0.050360957923319204
0.9496390420766808,0.050360957923319204
0.9496390420766808,0.050360957923319204
0.9496390420766808,0.050360957923319204
0.9508361675823704,0.04916383241762956
0.9520062745058789,0.047993725494121085
0.9520062745058789,0.047993725494121085
0.9520062745058789,0.047993725494121085
0.9520062745058789,0.047993725494121085
0.9531499048781156,0.046850095121884386
0.9531499048781156,0.046850095121884386
0.9531499048781156,0.046850095121884386
0.9531499048781156,0.046850095121884386
0.9542675930657872,0.045732406934212794
0.9553598657194797,0.04464013428052034
0.9553598657194797,0.04464013428052034
0.9564272417319912,0.04357275826800874
0.9564272417319912,0.04357275826800874
0.9564272417319912,0.04357275826800874
0.9564272417319912,0.04357275826800874
0.9564272417319912,0.04357275826800874
0.9564272417319912,0.04357275826800874
0.9574702322064099,0.04252976779359014
0.9584893404334416,0.0415106595665585
0.9594850618775114,0.0405149381224886
0.9604578841711726,0.039542115828827315
0.9614082871173725,0.038591712882627575
0.9623367426991386,0.03766325730086136
0.9623367426991386,0.03766325730086136
0.9623367426991386,0.03766325730086136
0.9632437150962663,0.03675628490373365
0.9632437150962663,0.03675628490373365
0.9641296607085951,0.035870339291405026
0.9649950281854832,0.035004971814516714
0.9649950281854832,0.035004971814516714
0.9649950281854832,0.035004971814516714
0.9658402584611022,0.0341597415388978
0.9666657847951796,0.03333421520482032
0.9674720328188453,0.03252796718115462
0.9682594205852364,0.03174057941476361
0.9690283586245384,0.030971641375461607
0.9697792500031499,0.030220749996850062
0.9697792500031499,0.030220749996850062
0.9705124903866699,0.029487509613330163
0.9705124903866699,0.029487509613330163
0.9705124903866699,0.029487509613330163
0.9712284681064206,0.028771531893579463
0.9712284681064206,0.028771531893579463
0.9712284681064206,0.028771531893579463
0.9719275642292323,0.028072435770767703
0.9719275642292323,0.028072435770767703
0.9719275642292323,0.028072435770767703
0.972610152630225,0.027389847369774987
0.9732766000683362,0.026723399931663856
0.9739272662643546,0.026072733735645493
0.9745625039812307,0.02543749601876933
0.9751826591064454,0.0248173408935545
0.9757880707362286,0.024211929263771383
0.9763790712614289,0.02362092873857117
0.976955986454848,0.023044013545151905
0.9775191355598603,0.02248086444013974
0.9780688313801448,0.021931168619855168
0.9786053803703748,0.02139461962962516
0.9786053803703748,0.02139461962962516
0.9791290827277064,0.020870917272293583
0.9791290827277064,0.020870917272293583
0.9791290827277064,0.020870917272293583
0.979640232483926,0.02035976751607402
0.979640232483926,0.02035976751607402
0.979640232483926,0.02035976751607402
0.979640232483926,0.02035976751607402
0.979640232483926,0.02035976751607402
0.979640232483926,0.02035976751607402
0.9801391175981187,0.019860882401881327
0.9801391175981187,0.019860882401881327
0.9806260200497294,0.01937397995027051
0.9806260200497294,0.01937397995027051
0.9806260200497294,0.01937397995027051
0.9806260200497294,0.01937397995027051
0.9811012159318958,0.01889878406810425
0.9815649755449367,0.018435024455063304
0.9815649755449367,0.018435024455063304
0.9815649755449367,0.018435024455063304
0.9815649755449367,0.018435024455063304
0.9815649755449367,0.018435024455063304
0.9820175634898927,0.017982436510107357
0.9824592387620128,0.017540761237987198
0.9824592387620128,0.017540761237987198
0.9824592387620128,0.017540761237987198
0.9824592387620128,0.017540761237987198
0.982890254844097,0.01710974515590308
0.982890254844097,0.01710974515590308
0.983310859799602,0.016689140200398002
0.983310859799602,0.016689140200398002
0.9837212963654309,0.016278703634569004
0.984121802044326,0.015878197955674064
0.984121802044326,0.015878197955674064
0.984121802044326,0.015878197955674064
0.984121802044326,0.015878197955674064
0.9845126091967931,0.015487390803206966
0.9845126091967931,0.015487390803206966
0.9848939451324925,0.015106054867507487
0.9848939451324925,0.015106054867507487
0.9848939451324925,0.015106054867507487
0.9852660322010305,0.014733967798969481
0.9852660322010305,0.014733967798969481
0.9852660322010305,0.014733967798969481
0.9856290878820951,0.014370912117904922
0.9859833248748825,0.014016675125117504
0.9863289511867646,0.013671048813235435
0.9866661702211511,0.0133338297788489
0.9866661702211511,0.0133338297788489
0.9866661702211511,0.0133338297788489
0.9869951808645059,0.013004819135494112
0.9869951808645059,0.013004819135494112
0.9869951808645059,0.013004819135494112
0.9869951808645059,0.013004819135494112
0.9873161775724779,0.012683822427522176
0.9876293504551124,0.012370649544887632
0.9876293504551124,0.012370649544887632
0.9879348853611116,0.012065114638888355
0.9879348853611116,0.012065114638888355
0.9882329639611146,0.011767036038885374
0.9885237638299716,0.011476236170028327
0.9885237638299716,0.011476236170028327
0.9888074585279905,0.01119254147200951
0.9888074585279905,0.01119254147200951
0.9888074585279905,0.01119254147200951
0.9890842176811332,0.010915782318866855
0.9890842176811332,0.010915782318866855
0.9890842176811332,0.010915782318866855
0.9890842176811332,0.010915782318866855
0.9890842176811332,0.010915782318866855
0.9893542070601462,0.010645792939853764
0.9893542070601462,0.010645792939853764
0.9896175886586087,0.01038241134139134
0.9896175886586087,0.01038241134139134
0.9896175886586087,0.01038241134139134
0.9896175886586087,0.01038241134139134
0.9896175886586087,0.01038241134139134
0.9898745207698835,0.01012547923011645
0.9898745207698835,0.01012547923011645
0.9901251580629631,0.009874841937036893
0.9903696516571969,0.009630348342803066
0.9906081491958963,0.009391850804103668
0.9908407949188087,0.009159205081191243
0.9908407949188087,0.009159205081191243
0.9910677297334581,0.008932270266541758
0.9910677297334581,0.008932270266541758
0.9910677297334581,0.008932270266541758
0.9910677297334581,0.008932270266541758
0.991289091285349,0.008710908714650877
0.9915050140270318,0.008494985972968175
0.9917156292860309,0.008284370713969222
0.9919210653316358,0.008078934668364157
0.9921214474405597,0.007878552559440278
0.992316897961465,0.007683102038535025
0.992316897961465,0.007683102038535025
0.992316897961465,0.007683102038535025
0.9925075363783652,0.007492463621634774
0.9926934793729061,0.007306520627093885
0.9928748408855325,0.007125159114467568
0.9930517321755487,0.006948267824451356
0.9930517321755487,0.006948267824451356
0.9932242618800807,0.006775738119919211
0.9933925360719484,0.006607463928051563
0.9933925360719484,0.006607463928051563
0.993556658316456,0.006443341683544027
0.993556658316456,0.006443341683544027
0.9937167297271131,0.006283270272886882
0.9937167297271131,0.006283270272886882
0.9937167297271131,0.006283270272886882
0.993872849020295,0.006127150979704916
0.9940251125688532,0.005974887431146727
0.9941736144546879,0.005826385545312151
0.9941736144546879,0.005826385545312151
0.9943184465202939,0.005681553479706074
0.9944596984192935,0.005540301580706534
0.9944596984192935,0.005540301580706534
0.9945974576659653,0.005402542334034697
0.994731809683786,0.005268190316214007
0.9948628378529945,0.005137162147005548
0.9948628378529945,0.005137162147005548
0.9948628378529945,0.005137162147005548
0.9948628378529945,0.005137162147005548
0.9948628378529945,0.005137162147005548
0.9949906235571936,0.005009376442806461
0.9949906235571936,0.005009376442806461
0.9949906235571936,0.005009376442806461
0.9949906235571936,0.005009376442806461
0.995115246229002,0.004884753770998033
0.99523678339477,0.004763216605229943
0.995355310718373,0.004644689281627004
0.9954709020440954,0.004529097955904609
0.995583629438621,0.004416370561379045
0.9956935632321412,0.004306436767858719
0.9958007720585976,0.004199227941402338
0.9959053228950699,0.00409467710493003
0.9960072811003267,0.003992718899673402
0.9961067104525495,0.0038932895474505166
0.9962036731862481,0.0037963268137518207
0.9962982300283769,0.0037017699716230656
0.9963904402336687,0.0036095597663313335
0.9964803616191996,0.0035196383808003343
0.9965680505981988,0.0034319494018012144
0.9966535622131149,0.003346437786885206
0.9967369501679555,0.0032630498320445366
0.9967369501679555,0.0032630498320445366
0.9967369501679555,0.0032630498320445366
0.9968182668599118,0.0031817331400881325
0.9968182668599118,0.0031817331400881325
0.9968182668599118,0.0031817331400881325
0.9968182668599118,0.0031817331400881325
0.9968975634102812,0.0031024365897187427
0.9968975634102812,0.0031024365897187427
0.9969748896947017,0.003025110305298251
0.997050294372712,0.0029497056272880626
0.9971238249166484,0.0028761750833515717
0.9971955276398942,0.0028044723601058845
0.99726544772449,0.0027345522755100856
0.99726544772449,0.0027345522755100856
0.99726544772449,0.0027345522755100856
0.9973336292481225,0.002666370751877506
0.9974001152105004,0.0025998847894995927
0.9974649475591308,0.002535052440869143
0.9974649475591308,0.002535052440869143
0.9974649475591308,0.002535052440869143
0.9974649475591308,0.002535052440869143
0.9974649475591308,0.002535052440869143
0.9975281672145091,0.0024718327854908215
0.997589814094733,0.0024101859052670454
0.9976499271395525,0.002350072860447484
0.9977085443338695,0.0022914556661305942
0.9977085443338695,0.0022914556661305942
0.9977657027306943,0.0022342972693057683
0.9978214384735751,0.0021785615264248615
0.997875786818508,0.0021242131814920183
0.9979287821553391,0.0020712178446609017
0.9979804580286714,0.002019541971328606
0.9979804580286714,0.002019541971328606
0.9980308471582844,0.001969152841715686
0.9980799814590781,0.0019200185409219436
0.9981278920605522,0.0018721079394477538
0.998174609325829,0.0018253906741709028
0.998220162870231,0.001779837129769086
0.9982645815794217,0.0017354184205783743
0.9983078936271218,0.0016921063728781416
0.998350126492407,0.0016498735075931043
0.998350126492407,0.0016498735075931043
0.998350126492407,0.0016498735075931043
0.9983913069765967,0.0016086930234033058
0.9983913069765967,0.0016086930234033058
0.9983913069765967,0.0016086930234033058
0.9983913069765967,0.0016086930234033058
0.9983913069765967,0.0016086930234033058
0.9984314612197469,0.0015685387802530412
0.9984314612197469,0.0015685387802530412
0.9984706147167501,0.0015293852832498833
0.9985087923330548,0.0014912076669451383
0.9985087923330548,0.0014912076669451383
0.9985460183200128,0.0014539816799872297
0.9985460183200128,0.0014539816799872297
0.9985823163298604,0.001417683670139659
0.9985823163298604,0.001417683670139659
0.9986177094303447,0.0013822905696553671
0.9986522201190006,0.00134777988099947
0.9986522201190006,0.00134777988099947
0.9986858703370874,0.0013141296629125005
0.9986858703370874,0.0013141296629125005
0.9987186814831935,0.0012813185168064525
0.9987186814831935,0.0012813185168064525
0.9987186814831935,0.0012813185168064525
0.998750674426514,0.001249325573486062
0.998750674426514,0.001249325573486062
0.9987818695198121,0.001218130480187929
0.9987818695198121,0.001218130480187929
0.9988122866120698,0.0011877133879302198
0.9988419450608341,0.0011580549391658442
0.9988419450608341,0.0011580549391658442
0.9988419450608341,0.0011580549391658442
0.9988419450608341,0.0011580549391658442
0.9988419450608341,0.0011580549391658442
0.9988708637442678,0.0011291362557321466
0.9988708637442678,0.0011291362557321466
0.9988990610729097,0.0011009389270902911
0.9988990610729097,0.0011009389270902911
0.9988990610729097,0.0011009389270902911
0.9988990610729097,0.0011009389270902911
0.9989265550011523,0.001073444998847667
0.9989533630384433,0.001046636961556775
0.9989795022602158,0.0010204977397841966
0.9989795022602158,0.0010204977397841966
0.9990049893185566,0.0009950106814433785
0.9990298404526149,0.0009701595473851028
0.9990540714987604,0.0009459285012396408
0.9990776979004953,0.0009223020995047167
0.9990776979004953,0.0009223020995047167
0.9990776979004953,0.0009223020995047167
0.9991007347181265,0.0008992652818735358
0.9991231966382027,0.0008768033617972546
0.9991231966382027,0.0008768033617972546
0.9991231966382027,0.0008768033617972546
0.9991450979827237,0.0008549020172763921
0.9991664527181242,0.0008335472818758015
0.999187274464042,0.0008127255359579417
0.9992075765018706,0.0007924234981292988
0.9992273717831051,0.0007726282168949259
0.9992273717831051,0.0007726282168949259
0.9992466729374838,0.0007533270625161789
0.9992654922809332,0.0007345077190668344
0.9992838418233171,0.0007161581766828846
0.9992838418233171,0.0007161581766828846
0.9992838418233171,0.0007161581766828846
0.9993017332759986,0.0006982667240014099
0.999319178059216,0.0006808219407840302
0.9993361873092795,0.0006638126907205397
0.9993527718855916,0.0006472281144084296
0.999368942377496,0.0006310576225040962
0.9993847091109583,0.0006152908890416334
0.9993847091109583,0.0006152908890416334
0.9993847091109583,0.0006152908890416334
0.9993847091109583,0.0006152908890416334
0.9993847091109583,0.0006152908890416334
0.9994000821550848,0.0005999178449151963
0.9994150713284791,0.0005849286715210177
0.9994150713284791,0.0005849286715210177
0.9994296862054447,0.0005703137945552471
0.9994439361220362,0.0005560638779638725
0.9994439361220362,0.0005560638779638725
0.9994578301819589,0.000542169818041064
0.9994713772623277,0.0005286227376723749
0.9994713772623277,0.0005286227376723749
0.9994713772623277,0.0005286227376723749
0.9994713772623277,0.0005286227376723749
0.9994713772623277,0.0005286227376723749
0.9994845860192807,0.0005154139807193034
0.9994974648934581,0.0005025351065418137
0.9994974648934581,0.0005025351065418137
0.9994974648934581,0.0005025351065418137
0.9994974648934581,0.0005025351065418137
0.9995100221153446,0.0004899778846554801
0.99952226571048,0.0004777342895200082
0.999534203504544,0.0004657964954559534
0.9995458431283134,0.00045415687168653496
0.9995458431283134,0.00045415687168653496
0.9995458431283134,0.00045415687168653496
0.9995458431283134,0.00045415687168653496
0.9995571920224985,0.00044280797750151704
0.9995682574424598,0.0004317425575401968
0.9995682574424598,0.0004317425575401968
0.9995682574424598,0.0004317425575401968
0.9995790464628094,0.00042095353719061063
0.9995895659818979,0.000410434018102138
0.9995895659818979,0.000410434018102138
0.9995895659818979,0.000410434018102138
0.9995895659818979,0.000410434018102138
0.9995895659818979,0.000410434018102138
0.9995998227261912,0.00040017727380874563
0.9996098232545398,0.0003901767454601846
0.9996098232545398,0.0003901767454601846
0.9996195739623415,0.00038042603765851146
0.9996195739623415,0.00038042603765851146
0.9996290810856026,0.0003709189143973711
0.9996290810856026,0.0003709189143973711
0.9996383507048985,0.0003616492951015352
0.9996473887492358,0.0003526112507642539
0.9996473887492358,0.0003526112507642539
0.9996473887492358,0.0003526112507642539
0.9996473887492358,0.0003526112507642539
0.9996562009998199,0.00034379900018003415
0.9996562009998199,0.00034379900018003415
0.9996562009998199,0.00034379900018003415
0.9996647930937295,0.00033520690627051404
0.9996731705274988,0.0003268294725011601
0.9996813386606135,0.00031866133938656755
0.9996893027189178,0.00031069728108219666
0.9996893027189178,0.00031069728108219666
0.9996893027189178,0.00031069728108219666
0.9996893027189178,0.00031069728108219666
0.9996893027189178,0.00031069728108219666
0.9996893027189178,0.00031069728108219666
0.9996970677979397,0.0003029322020604301
0.9997046388661311,0.0002953611338688864
0.999712020768031,0.00028797923196897636
0.9997192182273472,0.0002807817726527329
0.9997192182273472,0.0002807817726527329
0.9997192182273472,0.0002807817726527329
0.9997192182273472,0.0002807817726527329
0.999726235849964,0.00027376415003599797
0.999726235849964,0.00027376415003599797
0.999726235849964,0.00027376415003599797
0.999726235849964,0.00027376415003599797
0.999726235849964,0.00027376415003599797
0.9997330781268738,0.00026692187312609106
0.9997397494370379,0.0002602505629621325
0.9997462540501738,0.0002537459498262365
0.9997462540501738,0.0002537459498262365
0.9997462540501738,0.0002537459498262365
0.9997462540501738,0.0002537459498262365
0.9997462540501738,0.0002537459498262365
0.9997462540501738,0.0002537459498262365
0.9997525961294762,0.0002474038705238335
0.9997525961294762,0.0002474038705238335
0.9997587797342686,0.00024122026573142243
0.99976480882259,0.0002351911774100947
0.99976480882259,0.0002351911774100947
0.9997706872537168,0.0002293127462832121
0.9997706872537168,0.0002293127462832121
0.9997764187906234,0.0002235812093766603
0.9997820071023799,0.00021799289762013593
0.9997874557664921,0.0002125442335079659
0.9997874557664921,0.0002125442335079659
0.999792768271182,0.00020723172881799074
0.9997979480176129,0.00020205198238708148
